SID,article_number,value,Tone,Arousal,sharing_type,sharing
s571,29,I've got a few family members that work in the oil industry and they've told me that these emission rules are fairly overbearing and that they'd love to see the government ease up on them.,0,2,msg_share_narrow,58
s571,25,My parents have a home in Florida that is on the water and whenever I hear news about climate change based flooding I get a little nervous.,0,4,msg_share_broad,62
s571,25,My parents have a home in Florida that is on the water and whenever I hear news about climate change based flooding I get a little nervous.,0,4,msg_share_narrow,92
s571,23,People will continue to avoid the warning signs by building in flood-prone areas because they often seem to have their heads in the sand when it comes to these types of issues. It seems like a risky investment given the insane cost of building a home and it's fairly surprising that these homes are being belt so frequently in such areas.,0,2,msg_share_broad,39
s571,23,People will continue to avoid the warning signs by building in flood-prone areas because they often seem to have their heads in the sand when it comes to these types of issues. It seems like a risky investment given the insane cost of building a home and it's fairly surprising that these homes are being belt so frequently in such areas.,0,2,msg_share_narrow,59
s571,28,The fact that deli meats have even small amounts of processed meat is quite terrifying given how it increases your risk of colorectal cancer.,0,4,msg_share_broad,63
s571,28,The fact that deli meats have even small amounts of processed meat is quite terrifying given how it increases your risk of colorectal cancer.,0,4,msg_share_narrow,76
s571,21,"While I'm not the biggest fan of utilizing coal based energy myself, I have a few family members that work in the fossil fuel industry and they'd be quite excited by this news.",1,2,msg_share_broad,40
s571,21,"While I'm not the biggest fan of utilizing coal based energy myself, I have a few family members that work in the fossil fuel industry and they'd be quite excited by this news.",1,2,msg_share_narrow,56
s571,27,Young people absolutely need to continue to fight against climate change and I feel that taking it to the streets and/or a strike like this is one of the best means to do it.,1,4,msg_share_narrow,10
s571,27,Young people absolutely need to continue to fight against climate change and I feel that taking it to the streets and/or a strike like this is one of the best means to do it.,1,4,msg_share_broad,4
s574,10,Although supplements for weight loss are popular they have many side effects that people don't know about.,0,2,msg_share_broad,11
s574,10,Although supplements for weight loss are popular they have many side effects that people don't know about.,0,2,msg_share_narrow,6
s574,13,Disaster funds are very slow to reach the people who need them and the problem is not going away most likely because of climate change.,0,4,msg_share_broad,10
s574,13,Disaster funds are very slow to reach the people who need them and the problem is not going away most likely because of climate change.,0,4,msg_share_narrow,7
s574,19,I think this article is important to people that I know because they are interested in understanding what the government supports especially Federal programs,1,2,msg_share_broad,5
s574,19,I think this article is important to people that I know because they are interested in understanding what the government supports especially Federal programs,1,2,msg_share_narrow,6
s574,12,It appears this article is about exercising for children and where good health starts early in life.,1,2,msg_share_broad,4
s574,12,It appears this article is about exercising for children and where good health starts early in life.,1,2,msg_share_narrow,5
s574,15,It appears we're learning to deal with the warming crisis through different types of interventions.,1,2,msg_share_broad,6
s574,15,It appears we're learning to deal with the warming crisis through different types of interventions.,1,2,msg_share_narrow,6
s574,17,The article is about learning to battle fires that could break out anywhere in the USA.,1,2,msg_share_narrow,0
s574,17,The article is about learning to battle fires that could break out anywhere in the USA.,1,2,msg_share_broad,1
s574,16,This article is relevant to people I know because they are of Aging population and they need to understand exercising is important for longevity.,1,4,msg_share_narrow,6
s574,16,This article is relevant to people I know because they are of Aging population and they need to understand exercising is important for longevity.,1,4,msg_share_broad,7
s574,18,This article would appeal to people I know because they are older population like me.,1,2,msg_share_broad,5
s574,18,This article would appeal to people I know because they are older population like me.,1,2,msg_share_narrow,5
s574,14,This article would be relevant to people I know because they are of older the Aging population and this might be a way for them to improve their cognition.,1,2,msg_share_broad,2
s574,14,This article would be relevant to people I know because they are of older the Aging population and this might be a way for them to improve their cognition.,1,2,msg_share_narrow,4
s574,11,This article would matter mostly the people I know because of the holiday food waste mention.  not so much about climate issues.,1,2,msg_share_broad,11
s574,11,This article would matter mostly the people I know because of the holiday food waste mention.  not so much about climate issues.,1,2,msg_share_narrow,6
s576,103,A lot of people I know drive SUVs and the climate affects me and the world.,0,2,msg_share_broad,16
s576,103,A lot of people I know drive SUVs and the climate affects me and the world.,0,2,msg_share_narrow,25
s576,109,Climate change affects my life and it's good to see young people take a stand on it.,1,4,msg_share_broad,47
s576,109,Climate change affects my life and it's good to see young people take a stand on it.,1,4,msg_share_narrow,48
s576,105,Climate lawsuits are growing and expanding within the country.,1,2,msg_share_broad,10
s576,105,Climate lawsuits are growing and expanding within the country.,1,2,msg_share_narrow,11
s576,104,Computers can predict and treat breast cancer and might be able to one day help prevent it.,1,4,msg_share_broad,44
s576,104,Computers can predict and treat breast cancer and might be able to one day help prevent it.,1,4,msg_share_narrow,47
s576,107,I use deodorant daily. I don't want to smell bad but I do want cleaner air.,1,2,msg_share_broad,35
s576,107,I use deodorant daily. I don't want to smell bad but I do want cleaner air.,1,2,msg_share_narrow,38
s576,102,It seems that education about GMOs leads to less opposition. Those uneducated about them are generally more opposed.,1,2,msg_share_broad,11
s576,102,It seems that education about GMOs leads to less opposition. Those uneducated about them are generally more opposed.,1,2,msg_share_narrow,9
s576,100,"Luck, genetics, and lifestyle are the items that help determine how you handle sickness.",1,2,msg_share_narrow,34
s576,100,"Luck, genetics, and lifestyle are the items that help determine how you handle sickness.",1,2,msg_share_broad,37
s576,106,Sleep apnea is on the rise due to an increase in obesity.,0,2,msg_share_broad,7
s576,106,Sleep apnea is on the rise due to an increase in obesity.,0,2,msg_share_narrow,9
s576,108,Some people in my life could be considered obese. I want them around for as long as they can be.,1,2,msg_share_narrow,12
s576,108,Some people in my life could be considered obese. I want them around for as long as they can be.,1,2,msg_share_broad,13
s576,101,The extinction of various species is not a good sign for the state of our Earth.,0,2,msg_share_broad,10
s576,101,The extinction of various species is not a good sign for the state of our Earth.,0,2,msg_share_narrow,10
s578,16,Being healthy and in shape helps endurance and can lead to living to an old age.,1,2,msg_share_broad,12
s578,16,Being healthy and in shape helps endurance and can lead to living to an old age.,1,2,msg_share_narrow,28
s578,14,"Exercise such as walking or dancing is very beneficial for the brain, especially as we age. Socializing is also important.",1,4,msg_share_broad,0
s578,14,"Exercise such as walking or dancing is very beneficial for the brain, especially as we age. Socializing is also important.",1,4,msg_share_narrow,33
s578,15,"Global warming is causing weather patterns to become more erratic and dangerous. Despite this, evacuation of people in dangerous areas affected by storms is improving.",1,4,msg_share_broad,0
s578,15,"Global warming is causing weather patterns to become more erratic and dangerous. Despite this, evacuation of people in dangerous areas affected by storms is improving.",1,4,msg_share_narrow,0
s578,13,"Government aid is not on par with the amount and severity of storms that have been caused by climate change. This has left many Americans more vulnerable to hurricanes, floods, etc.",0,4,msg_share_broad,0
s578,13,"Government aid is not on par with the amount and severity of storms that have been caused by climate change. This has left many Americans more vulnerable to hurricanes, floods, etc.",0,4,msg_share_narrow,10
